direction,effector,elasticity,reaction,type
zero,EX_12dgr180_m,-0.008373830898715795,EX_pi_m,exchanges
reverse,EX_12dgr180_m,-0.005573911531976047,EX_ppa_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ppi_m,exchanges
forward,EX_12dgr180_m,-0.16801355477026103,EX_pppn_m,exchanges
forward,EX_12dgr180_m,-0.876131456375433,EX_pro_L_m,exchanges
zero,EX_12dgr180_m,-0.0015388799655369212,EX_ptrc_m,exchanges
zero,EX_12dgr180_m,-4.618699360747769e-05,EX_q8_m,exchanges
zero,EX_12dgr180_m,-0.00011377168535275928,EX_rib_D_m,exchanges
zero,EX_12dgr180_m,-0.0008010515204937008,EX_ribflv_m,exchanges
reverse,EX_12dgr180_m,-0.03217627280655444,EX_salcn_m,exchanges
zero,EX_12dgr180_m,-0.0001494747540320418,EX_sbt_D_m,exchanges
zero,EX_12dgr180_m,-0.036639797669000274,EX_ser_D_m,exchanges
zero,EX_12dgr180_m,-2.7550725079095173e-06,EX_ser_L_m,exchanges
zero,EX_12dgr180_m,-0.0024671728823300043,EX_sheme_m,exchanges
zero,EX_12dgr180_m,-0.0027962055296448796,EX_so4_m,exchanges
zero,EX_12dgr180_m,0.0,EX_spmd_m,exchanges
forward,EX_12dgr180_m,0.49654171614030407,EX_succ_m,exchanges
zero,EX_12dgr180_m,-0.00038346227226426777,EX_sucr_m,exchanges
forward,EX_12dgr180_m,-0.028934978436048198,EX_sulfac_m,exchanges
reverse,EX_12dgr180_m,-0.04851567338670204,EX_taur_m,exchanges
reverse,EX_12dgr180_m,0.0047874130989722374,EX_thm_m,exchanges
zero,EX_12dgr180_m,0.0,EX_thr_L_m,exchanges
forward,EX_12dgr180_m,-0.45528464871064656,EX_thymd_m,exchanges
forward,EX_12dgr180_m,18.80753127883944,EX_tre_m,exchanges
reverse,EX_12dgr180_m,-0.9985986688256077,EX_trp_L_m,exchanges
zero,EX_12dgr180_m,-7.868307038805256e-05,EX_tsul_m,exchanges
reverse,EX_12dgr180_m,-0.08623400416020388,EX_tyr_L_m,exchanges
reverse,EX_12dgr180_m,0.008173778863645731,EX_ura_m,exchanges
zero,EX_12dgr180_m,-0.0003469792816090944,EX_uri_m,exchanges
reverse,EX_12dgr180_m,-0.06054682617416596,EX_val_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xyl_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_zn2_m,exchanges
reverse,EX_12dgr180_m,-1.4635529768163558,EX_2obut_m,exchanges
zero,EX_12dgr180_m,-0.0009894570431789873,EX_ade_m,exchanges
forward,EX_12dgr180_m,1.9655391208762207,EX_chor_m,exchanges
zero,EX_12dgr180_m,0.0,EX_csn_m,exchanges
reverse,EX_12dgr180_m,-0.01729572447347059,EX_h2s_m,exchanges
zero,EX_12dgr180_m,-1.7070063140778302e-05,EX_indole_m,exchanges
forward,EX_12dgr180_m,1.1939447450623364,EX_mqn8_m,exchanges
reverse,EX_12dgr180_m,0.11861838102925848,EX_nmn_m,exchanges
reverse,EX_12dgr180_m,-0.9284085936421604,EX_cit_m,exchanges
reverse,EX_12dgr180_m,0.23411048467428586,EX_dpcoa_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dtmp_m,exchanges
forward,EX_12dgr180_m,1.8524081773882806,EX_hdca_m,exchanges
reverse,EX_12dgr180_m,-0.06556075158302477,EX_no2_m,exchanges
reverse,EX_12dgr180_m,-0.08729003634903254,EX_ocdca_m,exchanges
zero,EX_12dgr180_m,-0.00016231984966808,EX_pnto_R_m,exchanges
reverse,EX_12dgr180_m,-0.08574198766085561,EX_pydam_m,exchanges
zero,EX_12dgr180_m,-0.008570867393000725,EX_pydx_m,exchanges
zero,EX_12dgr180_m,-0.010128588364377578,EX_pydxn_m,exchanges
forward,EX_12dgr180_m,0.2698686944816009,EX_ttdca_m,exchanges
reverse,EX_12dgr180_m,8.106237160021298e-08,EX_urea_m,exchanges
reverse,EX_12dgr180_m,-0.014017086876915164,EX_12ppd_S_m,exchanges
forward,EX_12dgr180_m,0.601051264814707,EX_arab_D_m,exchanges
zero,EX_12dgr180_m,-0.016554179937529057,EX_fuc_L_m,exchanges
zero,EX_12dgr180_m,-0.015062797994591648,EX_lyx_L_m,exchanges
zero,EX_12dgr180_m,-0.006377029897830511,EX_rmn_m,exchanges
zero,EX_12dgr180_m,-3.1798424853235474e-05,EX_4hbz_m,exchanges
zero,EX_12dgr180_m,-0.0002593409983298045,EX_but_m,exchanges
zero,EX_12dgr180_m,-0.002017447217195212,EX_lac_D_m,exchanges
zero,EX_12dgr180_m,-0.00982973527852593,EX_etha_m,exchanges
zero,EX_12dgr180_m,-0.008125173823181342,EX_ind3ac_m,exchanges
zero,EX_12dgr180_m,-0.008622750680657987,EX_aso3_m,exchanges
zero,EX_12dgr180_m,-0.012343920534156894,EX_aso4_m,exchanges
zero,EX_12dgr180_m,-0.012912284958872533,EX_strch1_m,exchanges
zero,EX_12dgr180_m,-0.0014143056598747705,EX_strch2_m,exchanges
zero,EX_12dgr180_m,-8.612679755160002e-05,EX_ispre_m,exchanges
reverse,EX_12dgr180_m,-0.005146746282936841,EX_2dmmq8_m,exchanges
reverse,EX_12dgr180_m,0.0642607255789146,EX_4abut_m,exchanges
reverse,EX_12dgr180_m,0.010065754495258705,EX_galur_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glcur_m,exchanges
reverse,EX_12dgr180_m,-0.01768926744422911,EX_ocdcea_m,exchanges
forward,EX_12dgr180_m,2.6806663853895873,EX_gthox_m,exchanges
forward,EX_12dgr180_m,-0.26686623911969853,EX_raffin_m,exchanges
forward,EX_12dgr180_m,-0.0267838536900733,EX_xan_m,exchanges
forward,EX_12dgr180_m,-0.2767393711232202,EX_akg_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dextrin_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isobut_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isocapr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isoval_m,exchanges
reverse,EX_12dgr180_m,-0.7539766034412843,EX_acac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_bhb_m,exchanges
zero,EX_12dgr180_m,0.0,EX_Lcystin_m,exchanges
reverse,EX_12dgr180_m,-0.19885329728326573,EX_kesto_m,exchanges
zero,EX_12dgr180_m,0.0,EX_kestopt_m,exchanges
reverse,EX_12dgr180_m,-0.2577128624171543,EX_kestottr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mantr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_n2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_rbflvrd_m,exchanges
zero,EX_12dgr180_m,0.0,EX_stys_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tma_m,exchanges
zero,EX_12dgr180_m,0.0,EX_alltn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ddca_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dms_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dmso_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tet_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tmao_m,exchanges
zero,EX_12dgr180_m,0.0,EX_so3_m,exchanges
zero,EX_12dgr180_m,0.0,EX_chtbs_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mal_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_bglc_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mannan_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xyluglc_m,exchanges
reverse,EX_12dgr180_m,-0.15515937212202818,EX_amylopect900_m,exchanges
forward,EX_12dgr180_m,-1.3606933431128265,EX_amylose300_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pullulan1200_m,exchanges
reverse,EX_12dgr180_m,-0.08559257415719612,EX_starch1200_m,exchanges
forward,EX_12dgr180_m,-0.4265983437591814,EX_cellul_m,exchanges
forward,EX_12dgr180_m,0.043454473686264095,EX_fum_m,exchanges
forward,EX_12dgr180_m,-0.5920344628729557,EX_xylan_m,exchanges
forward,EX_12dgr180_m,-0.5175015440367403,EX_meoh_m,exchanges
forward,EX_12dgr180_m,0.04636973018081747,EX_pect_m,exchanges
reverse,EX_12dgr180_m,-0.1314118811211351,EX_ncam_m,exchanges
zero,EX_12dgr180_m,0.0,EX_2hyoxplac_m,exchanges
forward,EX_12dgr180_m,-0.0775519153781562,EX_mobd_m,exchanges
forward,EX_12dgr180_m,-0.10526567766409395,EX_glyclt_m,exchanges
forward,EX_12dgr180_m,-0.0948026023537929,EX_tym_m,exchanges
forward,EX_12dgr180_m,-0.07165551424606287,EX_2ddglcn_m,exchanges
reverse,EX_12dgr180_m,-0.00034747123118794576,EX_glcn_m,exchanges
forward,EX_12dgr180_m,0.022844215649815425,EX_inost_m,exchanges
zero,EX_12dgr180_m,-0.0006088908775048196,EX_ni2_m,exchanges
reverse,EX_12dgr180_m,-0.11923737626174713,EX_fecrm_m,exchanges
zero,EX_12dgr180_m,-0.007431623252021069,EX_n2o_m,exchanges
forward,EX_12dgr180_m,0.6433924706673588,EX_no_m,exchanges
forward,EX_12dgr180_m,0.9888322517585402,EX_ahcys_m,exchanges
reverse,EX_12dgr180_m,0.11815713903047254,EX_Ser_Thr_m,exchanges
reverse,EX_12dgr180_m,-0.041819860193523795,EX_T_antigen_m,exchanges
reverse,EX_12dgr180_m,-0.14436327404554694,EX_Tn_antigen_m,exchanges
reverse,EX_12dgr180_m,-0.2101876443390438,EX_acgal_m,exchanges
forward,EX_12dgr180_m,-0.4066593793005957,EX_acnam_m,exchanges
forward,EX_12dgr180_m,-0.2874741652765511,EX_core2_m,exchanges
forward,EX_12dgr180_m,0.6934045284187018,EX_core3_m,exchanges
reverse,EX_12dgr180_m,4.079893767320986,EX_core4_m,exchanges
forward,EX_12dgr180_m,-0.3216199768907657,EX_core5_m,exchanges
reverse,EX_12dgr180_m,-0.23234403173343132,EX_core6_m,exchanges
reverse,EX_12dgr180_m,-0.3854384984875403,EX_core7_m,exchanges
zero,EX_12dgr180_m,-3.1849502057923473e-06,EX_core8_m,exchanges
forward,EX_12dgr180_m,-0.2300459019644352,EX_dsT_antigen_m,exchanges
reverse,EX_12dgr180_m,-0.032726936503357784,EX_f1a_m,exchanges
zero,EX_12dgr180_m,-0.00510071511936161,EX_gncore1_m,exchanges
forward,EX_12dgr180_m,-4.329283125992731,EX_gncore2_m,exchanges
zero,EX_12dgr180_m,-1.5802915367402193e-05,EX_sT_antigen_m,exchanges
reverse,EX_12dgr180_m,-0.06194933869847041,EX_sTn_antigen_m,exchanges
zero,EX_12dgr180_m,-0.0006815603777887702,EX_gtp_m,exchanges
zero,EX_12dgr180_m,-0.013917768142270859,EX_actn_R_m,exchanges
reverse,EX_12dgr180_m,-0.048341705926167045,EX_34dhpha_m,exchanges
reverse,EX_12dgr180_m,-0.4434932574138495,EX_3hphac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_oxa_m,exchanges
reverse,EX_12dgr180_m,-0.07842644608922145,EX_inulin_m,exchanges
zero,EX_12dgr180_m,-0.01540458108639342,EX_diact_m,exchanges
zero,EX_12dgr180_m,0.0,EX_galctn_D_m,exchanges
reverse,EX_12dgr180_m,-0.016806669071571818,EX_15dap_m,exchanges
reverse,EX_12dgr180_m,-0.0003474698463623582,EX_4hphac_m,exchanges
reverse,EX_12dgr180_m,-0.000347470638066838,EX_btoh_m,exchanges
reverse,EX_12dgr180_m,-3.28640308518537,EX_phpyr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_fuc1p_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_g6p_m,exchanges
reverse,EX_12dgr180_m,-0.01001583745358383,EX_man6p_m,exchanges
forward,EX_12dgr180_m,-0.12980466347635833,EX_Tyr_ggn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glygn2_m,exchanges
forward,EX_12dgr180_m,4.3645083897877335,EX_glygn4_m,exchanges
forward,EX_12dgr180_m,-1.8125370308932975,EX_glygn5_m,exchanges
zero,EX_12dgr180_m,-6.274819831730838e-05,EX_arabinan101_m,exchanges
forward,EX_12dgr180_m,-0.1325316387826181,EX_arabinogal_m,exchanges
reverse,EX_12dgr180_m,-0.012026222300737122,EX_arabinoxyl_m,exchanges
forward,EX_12dgr180_m,23.41401821968134,EX_glutar_m,exchanges
zero,EX_12dgr180_m,0.0,EX_2mbut_m,exchanges
reverse,EX_12dgr180_m,-7.439315049081452e-09,EX_5aptn_m,exchanges
reverse,EX_12dgr180_m,-0.018288469716303702,EX_ind3ppa_m,exchanges
zero,EX_12dgr180_m,-0.004597337339884433,EX_pac_m,exchanges
forward,EX_12dgr180_m,-1.8320762071140706,EX_phppa_m,exchanges
forward,EX_12dgr180_m,0.7852134762334817,EX_pyr_m,exchanges
forward,EX_12dgr180_m,0.2774652030450042,EX_acgalglcur_m,exchanges
reverse,EX_12dgr180_m,-1.9229310579779302,EX_acgalidour_m,exchanges
reverse,EX_12dgr180_m,-0.03019941835326667,EX_acgalidour2s_m,exchanges
reverse,EX_12dgr180_m,-0.013498150702218898,EX_cspg_a_m,exchanges
forward,EX_12dgr180_m,-0.396381261219656,EX_cspg_a_degr_m,exchanges
forward,EX_12dgr180_m,0.10332668067408068,EX_cspg_ab_rest_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cspg_b_m,exchanges
reverse,EX_12dgr180_m,-0.130143694263829,EX_cspg_b_degr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cspg_c_m,exchanges
reverse,EX_12dgr180_m,-0.015494788526680629,EX_cspg_c_degr_m,exchanges
reverse,EX_12dgr180_m,-0.08475208587548078,EX_cspg_c_rest_m,exchanges
forward,EX_12dgr180_m,-0.005254690463472045,EX_ha_m,exchanges
forward,EX_12dgr180_m,-0.3341047154412058,EX_ha_deg1_m,exchanges
reverse,EX_12dgr180_m,3.23235026899867e-08,EX_ha_pre1_m,exchanges
zero,EX_12dgr180_m,0.0,EX_idour_m,exchanges
reverse,EX_12dgr180_m,-0.015867044515314177,EX_pecticgal_m,exchanges
forward,EX_12dgr180_m,0.6122221428666497,EX_rhamnogalurI_m,exchanges
zero,EX_12dgr180_m,-0.0003187003954252532,EX_dextran40_m,exchanges
forward,EX_12dgr180_m,-0.09545822113287361,EX_galmannan_m,exchanges
reverse,EX_12dgr180_m,-0.10879428950300252,EX_gam26s_m,exchanges
reverse,EX_12dgr180_m,0.037790004391596854,EX_glcmannan_m,exchanges
reverse,EX_12dgr180_m,-0.46743163238650354,EX_hspg_m,exchanges
reverse,EX_12dgr180_m,-0.22619549364928382,EX_hspg_degr_1_m,exchanges
reverse,EX_12dgr180_m,0.03762576000634621,EX_hspg_degr_10_m,exchanges
forward,EX_12dgr180_m,0.038651401999336144,EX_hspg_degr_11_m,exchanges
forward,EX_12dgr180_m,-0.08687431838051429,EX_hspg_degr_12_m,exchanges
reverse,EX_12dgr180_m,-0.0036692247444403137,EX_hspg_degr_13_m,exchanges
reverse,EX_12dgr180_m,-0.031072104992251326,EX_hspg_degr_14_m,exchanges
forward,EX_12dgr180_m,-0.158329819731364,EX_hspg_degr_15_m,exchanges
reverse,EX_12dgr180_m,0.022798109799353483,EX_hspg_degr_2_m,exchanges
reverse,EX_12dgr180_m,-0.4042795068827232,EX_hspg_degr_3_m,exchanges
reverse,EX_12dgr180_m,-1.1287705498463296,EX_hspg_degr_4_m,exchanges
forward,EX_12dgr180_m,-0.6956432481289898,EX_hspg_degr_5_m,exchanges
reverse,EX_12dgr180_m,-0.1108246013256875,EX_hspg_degr_6_m,exchanges
zero,EX_12dgr180_m,-0.0015706833135453735,EX_hspg_degr_7_m,exchanges
zero,EX_12dgr180_m,-0.0040263373838733685,EX_hspg_degr_8_m,exchanges
zero,EX_12dgr180_m,-0.003650432040647189,EX_hspg_degr_9_m,exchanges
zero,EX_12dgr180_m,-0.0018139088754587362,EX_hspg_rest_m,exchanges
reverse,EX_12dgr180_m,0.08233609145481324,EX_levan1000_m,exchanges
forward,EX_12dgr180_m,0.08233609145481324,EX_levanb_m,exchanges
zero,EX_12dgr180_m,-8.342773073266585e-05,EX_levanttr_m,exchanges
reverse,EX_12dgr180_m,-0.023555622681207117,EX_levantttr_m,exchanges
reverse,EX_12dgr180_m,0.5948140769429067,EX_lichn_m,exchanges
forward,EX_12dgr180_m,-0.29801515049242333,EX_lmn2_m,exchanges
reverse,EX_12dgr180_m,-0.04345334083989724,EX_lmn30_m,exchanges
reverse,EX_12dgr180_m,-0.16808342122917708,EX_2omfuc_m,exchanges
reverse,EX_12dgr180_m,-1.5415160897798863,EX_2omxyl_m,exchanges
reverse,EX_12dgr180_m,0.006101143529431141,EX_3ddlhept_m,exchanges
forward,EX_12dgr180_m,-1.5195970764871003,EX_acerA_m,exchanges
zero,EX_12dgr180_m,-0.0014159887478015776,EX_apio_D_m,exchanges
forward,EX_12dgr180_m,0.5525764877060224,EX_homogal_m,exchanges
reverse,EX_12dgr180_m,-0.01839070227417583,EX_kdo_m,exchanges
zero,EX_12dgr180_m,0.0,EX_rhamnogalurII_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dttp_m,exchanges
zero,EX_12dgr180_m,-8.955609054339675e-06,EX_acmana_m,exchanges
forward,EX_12dgr180_m,-0.36673706974888365,EX_ch4_m,exchanges
reverse,EX_12dgr180_m,-0.05849604587864432,EX_fald_m,exchanges
forward,EX_12dgr180_m,-0.29000045431750276,EX_hco3_m,exchanges
forward,EX_12dgr180_m,0.035291150507226754,EX_pime_m,exchanges
forward,EX_12dgr180_m,-0.41184241051399617,EX_galct_D_m,exchanges
reverse,EX_12dgr180_m,-0.029401543712919143,EX_glcr_m,exchanges
reverse,EX_12dgr180_m,-0.19877735925445617,EX_Cit_Mg_m,exchanges
forward,EX_12dgr180_m,0.4513344138286879,EX_xtsn_m,exchanges
reverse,EX_12dgr180_m,-13.992770244459072,EX_3hpppn_m,exchanges
forward,EX_12dgr180_m,0.09188613482347563,EX_cinnm_m,exchanges
reverse,EX_12dgr180_m,-0.020345850107316658,EX_cynt_m,exchanges
forward,EX_12dgr180_m,0.09038745202326837,EX_dhcinnm_m,exchanges
forward,EX_12dgr180_m,2.0014508462760716,EX_dhpppn_m,exchanges
reverse,EX_12dgr180_m,0.0291299449803073,EX_sel_m,exchanges
