,Alistipes,Anaerostipes,Bacteroides,Barnesiella,Bifidobacterium,Blautia,Butyrivibrio,Clostridium,Coprococcus,Eubacterium,Faecalibacterium,Faecalitalea,Haemophilus,Lachnoclostridium,Lactobacillus,Odoribacter,Parabacteroides,Prevotella,Roseburia,Ruminiclostridium,Ruminococcus,community,Campylobacter,Streptococcus,Tannerella,Veillonella,Adlercreutzia,Enterococcus,Akkermansia,Lactococcus,Methanobrevibacter,Methanomassiliicoccus,Eggerthella,Escherichia,Filifactor,Megasphaera,Acidaminococcus,Porphyromonas,Mycoplasma,Aggregatibacter,Fusobacterium,Megamonas,Brachyspira,Finegoldia,Methanosphaera,Parvimonas,Cellulosilyticum,Leptotrichia,Peptoniphilus,Staphylococcus,Desulfovibrio,Gordonibacter,Citrobacter,Bacillus,Rothia,Selenomonas,Actinomyces,Olsenella,Raoultella,Mobiluncus,Corynebacterium,Slackia,Paenibacillus,Propionibacterium,Arcobacter,Enterobacter,Klebsiella,Morganella,Pseudomonas,Serratia,Cronobacter,Yersinia,Hafnia,Trueperella,Aeromonas,Leuconostoc,Pediococcus,Atopobium,Anaerococcus
ERR321190,12.175497099691245,1.0489208145994566,1.847128907731712,0.018995393211768012,0.3715896608514818,7.602216028650313,0.1120575225144413,0.43653463727969727,3.1415803699052054,81.83970042176676,10.030958499351957,1.899432084763127e-07,,1.6643357779015278,,10.517846248147261,12.998562851190915,0.23664608719864907,4.754790646523837,1.5728108662965787,20.354147524366994,11.719113950446882,0.06779379985305903,0.5234675743002308,0.007651159920194381,,0.010995543160948492,0.07247409218966172,3.0972746861465283e-07,,0.2614230191300647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321243,13.626742834340819,4.194126600821151e-08,0.014574610966659476,3.9658808192592816e-08,0.1577474209440058,14.905396233513587,0.10569793196892494,0.5650050617401029,7.2110994657548995,199.41584396928158,5.308398549878075,4.429642970534628e-08,,2.6367166051197377,9.242273761935037e-07,24.224275015618424,16.682129650920245,92.85876702330656,6.509127741260406e-08,1.2229450620829967,13.573745684125573,21.18801877568227,,0.9967165346984834,,,,,7.34464248980005e-08,,,,,,,1.6802694280362827e-08,0.5559144300829575,,,,,3.947972318934042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321229,1.7905420920507686,0.23258916882041214,4.832103289293887,0.013611745782442944,0.08944251195358524,1.3954855214515853,0.03530124543299724,0.18953875158115935,1.0436450235795602,37.94573035998817,1.6915923250351104,3.731545697372521e-07,0.02483065910834279,0.2484435495428714,0.0039154974376514285,2.0217958935330675,1.2370581154312734,0.8957328213400387,0.7445756729475677,0.20156019397769448,0.8137918388998211,13.628630083051355,0.01827010389414133,0.412557157174482,,0.22020939863188932,,0.05113462616362335,,,0.2359859255106021,,,,,,,,0.012968079832765511,,0.0018332575818989147,,0.013241477583665097,5.0282668601113634e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321239,1.0830970257690682,0.41282736494950856,5.863372663416443,0.015477273098440682,0.0422552059442428,0.8825722063151282,0.03623556769033944,0.2221396839456114,0.8431595987208992,30.67477382065418,0.5890283955326914,2.502688262496025e-07,0.01693953545462032,0.2889180323887838,0.018321910456481887,0.6999969960512882,0.9105036924702679,,0.482921012094834,4.51996163792757,4.895786146946953,11.522113562464012,,0.026766528749349906,,0.016817605745145604,,0.04273558477209707,1.5122368534997213e-06,,0.49871883947481355,,,,,,,,,,0.0025434693521007496,,,,0.020272747529962037,0.00020083347365701127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321202,18.25614538237783,4.5492928426363476e-08,0.0,2.315642681789432e-08,0.10537501463876962,5.906885736658485,0.09835443252743424,5.248560792048438,35.42504982804004,127.10233616256275,7.527435345596914,1.6909682940172957e-08,0.6727906779850206,1.4848279926612946,1.5586414449018333e-07,14.66846203172059,5.167228965869752,26.699047415950176,7.373784139452972e-09,0.345128164649471,12.774620365774169,17.52320897578156,0.13396978709409849,7.413748381941757,,0.06721051645338638,,0.15971978496087427,1.0382013519228716e-07,0.03659628672345938,,,,,1.7682899237619636e-08,,,0.18189913070131725,0.0996740536432251,,8.60619755587254e-08,0.08889709217286791,,2.9441807473083308e-08,,3.0309540733608403e-08,1.7501414335612803e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321204,1.1198319918085706,1.735083664351884,3.5541913829276766,0.06731679239327236,0.05667696031687651,4.477168137756899,0.03859020793468933,3.1005979267861377,7.87342694506499,39.211598655277754,2.4113711336754733,8.726748436737366e-09,,0.24533240184955732,0.00860746263347049,2.1303173574916277,1.4232992053266984,1.2392889480770997,0.781251858775308,0.15951298429963667,1.4248983191986342,13.617862795103598,,0.5490258682177002,,0.17054675890747228,,,3.681580342909379e-08,0.08097184345640177,18.242263741495858,,,,,,0.04410208004251078,,0.12855308655446415,,6.261087012866034e-08,,0.02965136767739768,,,3.1174690193201836e-08,,0.008139766695236654,0.0586504979439821,0.08350705374703256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321376,2.7528145035221887,0.2248623168778515,2.8483074286529444,0.04056410991449568,0.046838184815893844,1.5676579079885216,,0.061122882376991254,0.5019263802323705,56.76878693321366,0.3042539202547193,1.2344218934952287e-08,0.11588676473278027,0.2505479866772794,,2.5425377690595647,15.9623826155851,,0.10262696384623536,,1.6969283235199373,11.448406225881145,,0.06188046639701487,,0.22982325743186338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321393,161.97131673984896,4.133017317367796e-08,0.0,1.169535801167613e-07,1.658727067795621e-07,11.544562126130652,,0.8800293373928301,88.16716991239734,197.75851983524657,5.237782690739208,1.0877079328359381e-07,,19.91489330865162,,68.67688873780418,3.6333295410018414,192.32484605779848,1.6536606928257266e-07,5.961197446171425e-07,3.3187154081938433,18.928446367201875,,0.8571623564972858,,,,,9.813371187662406e-08,,,,,,,,1.6175838209830262,,,,,,,,,,,,,,1.0134484277953194e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321358,6.365659913951803,0.7465859629479598,3.6039509744553864,0.04324869447890154,0.2708760864701832,3.8458799011392326,0.043718382112148964,0.1975262035621927,1.9870810792688214,87.11324639270617,2.7955344297688605,1.6128530004483895e-08,0.2821608947392338,1.3454713926865316,0.0009546414467900275,1.4839555257300876,0.7194155622147383,0.5119849533561509,1.0798824119762718,0.10445732043839805,1.199600698480603,11.604352963463672,,,,0.3849474239885936,,,2.3307682931660466e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321252,0.6762022465503594,2.522048150655619,4.91465927575747,0.021177416606042557,0.04857048059774764,5.256262808638784,0.006932376695165124,0.12705767914423102,0.7939544385417293,33.81457399212525,0.5653679175204579,1.492238224718038e-08,,0.5810191800517375,0.0038514921565426996,1.289904865047099,0.8779044042891692,0.06622796260752828,1.09909147425679,0.03480881868540988,10.393162082902407,11.674812750626451,0.08003509461777177,0.42370495303797673,,,,0.017324015850946714,2.9559796094546707e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321247,3.5775727721130623,6.81738906058403e-09,0.0,9.596685796795852e-09,1.9688590565261321,14.530510396317606,0.055756598684722825,0.5020292835029132,23.526864049035364,63.98086349774927,11.566415544450104,4.431984163567518e-09,5.096283812760733,2.783667015157103,,8.942355279322534,0.18145058179914136,0.14335147787606178,6.671062174346714e-10,1.9642203583495665,25.74976423987104,12.885996959017165,1.0802343060357782,50.17402748315552,,0.2770193546290441,2.143341881556048e-08,0.4258164105613995,5.44446118902788e-09,,,,0.3291424518240034,2.7133030888455085,,,,,,0.0004228958224284623,,,,,,,,,,,,8.331777577016742e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321251,28.032161711767074,6.72115650672444,4.2100005415865756,0.38558365498409874,18.475857063393647,64.55932420182403,,,22.063826465208834,23.469589979460224,13.086227405137025,2.1995115132019476e-07,,17.511893256073755,,43.598546339393394,10.245251158772975,7.051917020616757,2.5047056067695737,,69.52451290498392,5.550569336464218,,73.2501388556632,0.944662529919504,25.089334647080857,,2.104861936957735,2.6719198673445346e-08,,,,2.420704819596196,38.4576007568683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321316,1.2482159236086896,1.0177980293653141e-08,1.7904545762239064e-08,5.829866754733052e-07,0.014369793066502663,2.0705882110424088,0.003264543565080584,0.08004675137628549,1.4703174568666455,32.45961815591423,0.7965907392564087,1.919815351962343e-08,,1.0593035663533756,,0.6680859885945171,0.11509035233717459,0.02293319453212605,3.116817664162078e-08,0.03942795755867405,13.986755784039813,11.60054237325585,0.12774623098906696,0.3361263250110872,0.00013802747450290383,,3.932193962942361e-06,0.14476721792365985,,0.0052239770771326955,,,0.022146180719280577,0.1870919312731436,,,,,,,,,,,,,,,,,,,0.02322031343467742,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321292,1.7326661337163263,1.6007646612261071e-09,6.086743491534835e-09,2.1021131510559534e-07,1.0424464371802968e-08,1.4067354937019277e-09,5.001676647895833e-07,3.447735351251773e-06,7.615184681944081e-08,77.11724332323686,1.798181483687864e-10,3.23241339355599e-08,3.5358811137868536e-07,6.025892068456568e-07,1.1275423642692543e-08,2.549841439923061e-08,8.674089853346869e-09,176.5431376500912,3.2245192528874668e-09,5.772306944815876e-10,1.0783320896525504e-09,29.246736374511908,6.281392759348924e-07,13.9183695744477,1.0396603303798526e-06,2.203060154372607e-06,,1.1167837216218342e-10,2.3036649811636003e-08,3.2803534724840943e-07,1.0781580493526937e-07,,,,,1.78315810171392e-08,4.1734041254951433e-07,0.35834154275967134,5.164706765470921e-07,1.377148493970221e-06,,9.221081462760503e-07,1.979139202870461e-08,,3.699610938225251e-08,9.410623666560577e-07,9.462598229131106e-07,,0.00015258410286526209,,7.802218689632381e-08,,,0.6890651183011157,3.2709432828912104e-05,8.520701888911337e-08,,,,,,,,,,,,,,,,,,,,,,,
ERR321487,3.5448151996052193,0.39866101956528854,3.1073964452328116,0.02153042483274608,0.28647667811370436,2.0603982231756044,0.026582725219255282,,1.186818724012827,67.23020441473979,2.38706911271908,1.8211556923152283e-08,0.05928999711775786,0.9497537636479176,,3.8643586016337337,12.193668193702011,0.1815474931370564,1.9653520615738813,0.2866937769664799,13.808927557916135,11.613539962913208,0.060545068966793,0.99314130885908,,0.8413840522910873,,,1.2592559455670217e-08,,,,,,1.6441701913489303e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321428,5.788898025418518,0.7042788079953438,3.880240420681494,0.03416942090095904,0.657807797945115,1.6349077606714901,,0.07900778209882998,0.5147284549932594,56.00162338752192,4.826058276432582,3.484612129214653e-08,,0.8798298827531926,0.003544907507958172,2.23824745855247,7.381202067086455,0.07605880779210353,0.23163766724084103,0.3234032610832274,2.3044075218539417,11.710604984535602,,,0.008439726363672555,,0.01068656136284825,0.05646950251046427,,,,,,,2.9729053315630752e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321432,2.8193969875199154,0.7006802885180331,5.341188102418244,0.06027382137101797,1.7172091204728173,1.5009656698207523,,0.05177889569696309,5.502987235790592,40.28266671719898,2.4560840325085627,1.618948008503492e-07,0.024181352221161623,0.3765270346992285,0.003013586726056038,2.9632527449314496,5.697534175245897,,0.28116437523229115,2.0874910388401173,4.852996675793041,11.871949651056136,0.14604974210174843,0.7911237536935322,0.00786155073597114,0.04748800072102563,0.01006751022880375,,9.809970150325075e-08,,0.12244181924147428,,,,,,0.10659426607022923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321453,9.69944967311422,0.13649130092444742,1.5957300368027947,0.01804850323245036,1.447095201490074,4.533958680403971,0.0356419086646747,0.1865423799159277,9.03494958229868,60.27894148987618,14.116221455185066,1.0751117432991837e-09,1.297265699909458,0.8451884312523625,0.005402414819627216,9.88332866657403,16.018829224677734,0.2003463649953665,0.5812977880444026,1.5682198781484884,5.863258442904873,12.355405854113128,0.08041013496275366,3.6294807840771104,0.008723788066264997,1.050683199089087,0.00829781900266075,0.30161118878442533,6.356872733186354e-10,,0.5252162084260971,,,,,,,,,,,,,,,,,,,,0.026987144062878363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321493,9.683048332479688,1.4076300451704864e-08,0.0,2.884768439579004e-08,1.6475530407496726,2.710139921130716,0.011077676083856219,0.07438905783168723,11.278882892712021,55.44215480075324,12.254026249867396,9.90961596147029e-10,0.12880417171751404,1.3357560113169968,6.565042607644186e-08,3.02758897688515,0.9616669046609319,2.710906564408258,5.475104650302507e-09,0.10817501027222128,9.251514178897937,14.793471629374702,,3.455675852420057,,0.7700424533551523,5.513119118356387e-08,0.024155061611040606,,0.012569937831817566,,,0.036975912316831214,,2.4860542466358037e-09,1.4663759822165156e-08,0.029821844040106755,,,,,,,,,,,,,,,2.765764518712377e-08,,,,9.72278263593819e-08,,,,,,,,,,,,,,,,,,,,,,,
ERR321480,23.41982179599749,0.8167931616252443,0.0,5.910481902573992e-07,0.32954530574339386,9.415684431511593,0.115991574972874,1.539863083275712,4.922206273753576,105.40384597069061,12.939921789091306,3.735597315120931e-09,0.23969925566308017,5.134239068618799,1.6768109802971487e-05,11.701386929830608,34.011144016572864,2.653584767980004,0.6777914239393504,19.125286437304858,27.269392273411196,12.191883701062928,1.4972419092554932,2.5462270024033016,0.0011696575579464386,0.10621535934029593,,1.4359593115792924,1.2269360724073407e-08,0.7475845683107021,2.055817197675342,1.197628291881742e-08,0.14964906748025186,0.21922758080288351,,,0.23813446245421233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321397,115.41627966004495,1.188154432349613e-08,1.2177482700527836e-08,7.58289586837248e-09,4.535130021298113e-08,8.345114667323868e-09,3.013639237155932e-07,1.4662044315312042,5.939975459862457e-07,159.37258488455208,2.8398175568510757e-09,2.8487332392127853e-08,1.2228525468900988,16.15864182006046,,1.5770401234473717,1.1663950204783794e-08,163.36061543342683,5.357341725297345e-09,1.3455959371142938e-08,3.7474615103925635e-09,28.5451838600192,0.019107757864257814,10.562585865072375,2.044865607596895e-07,0.03256018186850469,3.7065861430049353e-07,0.3553360093101377,1.2958272406713539e-08,2.5379199839812644e-07,0.2971545833376269,,0.13733497257524307,,,7.72914370147137e-09,3.656886825825063,0.48020531951765666,0.1328723689814569,,,,,,,2.8718964812079337e-07,3.00684306582378e-07,,,,9.556071817650189e-07,,,,,7.658681590100427e-08,,,,,,,,,,,,,,,,,,,,,,,
ERR321441,5.128419043384046,2.3964558877342612e-09,0.0,1.1606717167064304e-08,1.0460956019557267e-08,1.5641254022054365,0.02479016965120081,0.7681035823117307,8.081996314672685,54.42366787525589,3.048252165116688,3.3368915913975703e-09,0.1319031616652638,1.652479389797762,,1.9518885480160302,1.0754501367919798,3.1716612293469715,0.0,0.9431267106259578,12.345201169250197,14.178542189987544,0.15207302709013623,0.30353184416116186,2.1043465747484529e-07,0.05244517405284943,0.0003583342196301732,0.1791965569151688,3.2337163045261234e-09,0.006007903188077261,15.243994070965083,,0.045121180911122445,,,6.83495011458036e-08,5.18414518980209,0.04188002342170655,,,,,3.1854121194846727e-09,3.2742446798881034e-09,3.003850442990268e-09,7.581434071489914e-09,3.043792549315502e-09,,,,7.122611145886418e-08,6.52835507258647e-09,,,,1.541768803392367e-08,0.04450623631901552,0.05773476010607858,,,,,,,,,,,,,,,,,,,,,
ERR321519,2.466516374672016,0.10814030526472433,3.349488665826075,0.012361881162546759,0.2652548643782838,4.050818415000853,0.017210491494057463,0.06417318754651564,21.237050598660833,49.15000739630067,6.959731272093412,3.86582592182514e-09,0.586319254672906,0.8518340290372719,,1.3902737022935299,1.0144197621522262,,1.1616750382562366,4.073717676072405,1.5022719160824625,11.588784627766882,,0.8147889880912104,0.009897418960004782,0.13302586311447603,0.007050927292446663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321548,4.933911815312958,8.455411068483427e-08,0.0,5.7917802095083775e-08,1.6665277015860083,7.0194161115011395,0.017379490248260993,0.11363555797762735,15.55131040272543,90.12728590688312,11.109970466098074,3.60257023402637e-08,,7.228144614814959,,3.504302530888733,4.285250817997555,11.940258926094849,2.047842833039944e-08,1.1151534552126852,10.382105349850471,15.79067077908192,,0.5484028796879228,,0.0486483067837976,4.654779711566517e-08,,1.0630084582020628e-08,0.010426829334385206,0.07439132107796911,,,,,,17.306277051322333,,,,,,,,,,,,,,,2.4939461189361254e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321509,24.634621382731993,2.7396145450383895e-08,0.0,3.147599262751665e-08,0.22637858817441336,11.348724896600912,,0.21709147475693394,18.542462853272557,158.19368944557525,18.032809901177405,4.950472797817956e-08,0.2131895589554663,2.432813337260149,3.170435492660797e-07,19.048146828369457,11.85924736765954,40.08618037448645,4.66643662525118e-08,0.8227769555060797,28.601836206670875,16.683546464114123,,,1.7196754848178485e-07,0.25117181822280893,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8249751374016447,,,,,,2.916464746232863e-07,,,,,,,,,,,,,,,,,,,,
ERR321528,82.29052012666023,1.3782077366199415e-08,0.0,9.889697523687896e-09,1.5824195397223392e-08,6.552795641310959,0.007311741675346469,0.29680901735064696,3.12021952515004,55.04363157631759,3.331570065686408,9.422118935324298e-09,1.554211527010308,1.6024250087972267,7.520338580015598e-08,14.829301087545973,2.073090070131542,,5.905079348873747e-09,0.08418555068291576,29.047518375745323,12.375455861250984,,4.40642999310451,9.459018188537643e-08,11.681128677304272,4.0039174391860716e-08,,3.911642083051472e-08,,0.720935945229854,,,,,,,,,,,,,,,1.2483778882313507e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321515,13.441398839700462,0.19716689733545478,3.6665097893890684,0.04427478612379302,0.1500643587751032,5.335552173125619,0.08035145619654566,0.6081764859040835,2.0508096310782458,50.00151067923951,6.113771016797385,9.627886378231786e-09,0.127666314372341,0.8170230361769932,0.005297656765330955,7.3967503135528165,5.142546509762021,1.01513199240149,1.1712476721195928,0.45216316719243693,9.952274646362882,13.264337404022838,0.07132098508500175,0.35364793559355284,,0.10802230232999285,0.010663686864891476,0.109561154941049,1.2902293552827764e-08,,,,,,,,,,,,,,,,,,,,,,0.03226106475306744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321537,2.6736785984314393,7.93027321219729e-09,0.0,3.2650594926821084e-08,6.497005644211054e-08,0.025340901360296472,1.9303336969505787e-07,0.09212802744298036,22.053004342658504,64.91918084656596,1.1990736617829542e-08,2.0633427558922288e-08,0.7858835312473976,1.537257314725735,6.443940123842676e-08,2.8558939757727444,3.63202668896222e-08,6.620237676749371,3.3363310101194595e-08,6.319053500989322e-08,1.1153352791288459e-07,16.7951720134515,0.03512160930097108,13.502751042105213,6.35025595940696e-07,0.19347897471298714,,0.040203512400425884,,,,,,,,5.276277865352885e-08,0.2753498303600535,,,,,0.024037390028152406,,,,,,,,,,7.422183902423629e-08,,,0.05569310123604448,1.2415748614814316e-07,,,,,,,,,,,,,,,,,,,,,,,
ERR321560,78.99967089002867,5.303721850143187e-07,4.9274521536772e-07,5.2446676381807124e-06,2.7594099798996876e-06,3.2360162325863052e-06,,1.4112524396327633,43.34253287344374,60.17001564983501,2.2356267559678736e-06,5.060674658827664e-06,0.8109005655364236,7.977902339380689,,6.814261901355647,2.5883074481581e-06,1.3139372011813686,7.780759551006337e-07,1.816669693128982e-06,2.3306667113383905e-06,10.911123916826979,0.15591367792607694,8.35652187857023,0.00010294838556291505,0.08785776432001628,,0.8614585827501142,5.041135223921889e-07,0.00016858674004942642,,,0.431772457564792,2.8006783425038615e-06,,,0.6505874582906447,,,,,,,,,,,,,,0.00010876082569735058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
