direction,effector,elasticity,reaction,type
zero,EX_12dgr180_m,-0.01393247725028246,EX_man_m,exchanges
zero,EX_12dgr180_m,-0.01409767635696113,EX_melib_m,exchanges
zero,EX_12dgr180_m,-0.00013952391844540557,EX_met_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_met_L_m,exchanges
reverse,EX_12dgr180_m,0.0021145903067562935,EX_metala_m,exchanges
zero,EX_12dgr180_m,0.0,EX_metsox_R_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_metsox_S_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mg2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mn2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mnl_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mops_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mqn7_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mso3_m,exchanges
zero,EX_12dgr180_m,-0.0003654816877762812,EX_na1_m,exchanges
reverse,EX_12dgr180_m,0.0002998355041761158,EX_nac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_nh4_m,exchanges
reverse,EX_12dgr180_m,0.003035581677473774,EX_no3_m,exchanges
reverse,EX_12dgr180_m,0.00042863936345022974,EX_o2_m,exchanges
reverse,EX_12dgr180_m,0.0008449137245277252,EX_orn_m,exchanges
reverse,EX_12dgr180_m,0.0005599366737907632,EX_pb_m,exchanges
reverse,EX_12dgr180_m,0.00806989101546668,EX_phe_L_m,exchanges
reverse,EX_12dgr180_m,0.036658521382033626,EX_pheme_m,exchanges
zero,EX_12dgr180_m,-0.012732505314474452,EX_pi_m,exchanges
reverse,EX_12dgr180_m,0.0011875941192304902,EX_ppa_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ppi_m,exchanges
forward,EX_12dgr180_m,0.0029757638784300156,EX_pppn_m,exchanges
forward,EX_12dgr180_m,0.1130384375979554,EX_pro_L_m,exchanges
zero,EX_12dgr180_m,-0.029077864081816784,EX_ptrc_m,exchanges
zero,EX_12dgr180_m,-0.00016597495640979787,EX_q8_m,exchanges
zero,EX_12dgr180_m,-0.0011880386944262966,EX_rib_D_m,exchanges
zero,EX_12dgr180_m,-0.24897584712952892,EX_ribflv_m,exchanges
reverse,EX_12dgr180_m,0.005845421372216997,EX_salcn_m,exchanges
zero,EX_12dgr180_m,-0.007341549671266989,EX_sbt_D_m,exchanges
zero,EX_12dgr180_m,-0.07403851253670268,EX_ser_D_m,exchanges
zero,EX_12dgr180_m,-7.324313319401199e-05,EX_ser_L_m,exchanges
zero,EX_12dgr180_m,-0.0093431248921938,EX_sheme_m,exchanges
zero,EX_12dgr180_m,-0.013555716510964544,EX_so4_m,exchanges
zero,EX_12dgr180_m,0.0,EX_spmd_m,exchanges
forward,EX_12dgr180_m,-0.1790549222815696,EX_succ_m,exchanges
zero,EX_12dgr180_m,-0.051676096879784694,EX_sucr_m,exchanges
forward,EX_12dgr180_m,0.008898926316294187,EX_sulfac_m,exchanges
reverse,EX_12dgr180_m,0.0011981639670777255,EX_taur_m,exchanges
reverse,EX_12dgr180_m,0.00013007894210215198,EX_thm_m,exchanges
zero,EX_12dgr180_m,0.0,EX_thr_L_m,exchanges
forward,EX_12dgr180_m,0.034089572619150355,EX_thymd_m,exchanges
reverse,EX_12dgr180_m,1.081143303676344,EX_tre_m,exchanges
reverse,EX_12dgr180_m,0.0010897191061776113,EX_trp_L_m,exchanges
zero,EX_12dgr180_m,-0.0006005601740888267,EX_tsul_m,exchanges
reverse,EX_12dgr180_m,0.011120271003188797,EX_tyr_L_m,exchanges
reverse,EX_12dgr180_m,0.002430304036471348,EX_ura_m,exchanges
zero,EX_12dgr180_m,-0.00012044859493798299,EX_uri_m,exchanges
reverse,EX_12dgr180_m,9.712417965435094e-06,EX_val_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xyl_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_zn2_m,exchanges
reverse,EX_12dgr180_m,0.05523048035238176,EX_2obut_m,exchanges
zero,EX_12dgr180_m,-0.008864098159691025,EX_ade_m,exchanges
forward,EX_12dgr180_m,-0.12298031194412751,EX_chor_m,exchanges
zero,EX_12dgr180_m,0.0,EX_csn_m,exchanges
reverse,EX_12dgr180_m,0.001133225218045205,EX_h2s_m,exchanges
zero,EX_12dgr180_m,-0.00023082063117740859,EX_indole_m,exchanges
forward,EX_12dgr180_m,-0.00926179037196384,EX_mqn8_m,exchanges
reverse,EX_12dgr180_m,0.031325645316324646,EX_nmn_m,exchanges
reverse,EX_12dgr180_m,-0.03247283291434755,EX_cit_m,exchanges
reverse,EX_12dgr180_m,-0.0418957161806599,EX_dpcoa_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dtmp_m,exchanges
forward,EX_12dgr180_m,-0.1100336840933025,EX_hdca_m,exchanges
reverse,EX_12dgr180_m,0.009388248837944868,EX_no2_m,exchanges
reverse,EX_12dgr180_m,0.022841461972893384,EX_ocdca_m,exchanges
zero,EX_12dgr180_m,-0.0004705815681660397,EX_pnto_R_m,exchanges
reverse,EX_12dgr180_m,0.01700643196367646,EX_pydam_m,exchanges
zero,EX_12dgr180_m,-0.0828065920142329,EX_pydx_m,exchanges
zero,EX_12dgr180_m,-0.1314525221410534,EX_pydxn_m,exchanges
forward,EX_12dgr180_m,0.02796734463190287,EX_ttdca_m,exchanges
reverse,EX_12dgr180_m,3.986748507092242e-08,EX_urea_m,exchanges
reverse,EX_12dgr180_m,0.003705208175455166,EX_12ppd_S_m,exchanges
forward,EX_12dgr180_m,0.008943384549193745,EX_arab_D_m,exchanges
zero,EX_12dgr180_m,-0.16833303813244882,EX_fuc_L_m,exchanges
zero,EX_12dgr180_m,-0.17725459295091284,EX_lyx_L_m,exchanges
zero,EX_12dgr180_m,-0.1715032653899229,EX_rmn_m,exchanges
zero,EX_12dgr180_m,-0.010660183757913444,EX_4hbz_m,exchanges
zero,EX_12dgr180_m,-0.014786131113755374,EX_but_m,exchanges
zero,EX_12dgr180_m,-0.03259113282251036,EX_lac_D_m,exchanges
zero,EX_12dgr180_m,-0.3686320815724997,EX_etha_m,exchanges
zero,EX_12dgr180_m,-0.2674234760132599,EX_ind3ac_m,exchanges
zero,EX_12dgr180_m,-0.4894778734618832,EX_aso3_m,exchanges
zero,EX_12dgr180_m,-0.2156002122489653,EX_aso4_m,exchanges
zero,EX_12dgr180_m,-0.21726188893760323,EX_strch1_m,exchanges
zero,EX_12dgr180_m,-0.03494123687554307,EX_strch2_m,exchanges
zero,EX_12dgr180_m,-0.0007015754162331689,EX_ispre_m,exchanges
reverse,EX_12dgr180_m,0.0003191884280935933,EX_2dmmq8_m,exchanges
reverse,EX_12dgr180_m,0.0038595015222203655,EX_4abut_m,exchanges
reverse,EX_12dgr180_m,-0.016188277627007253,EX_galur_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glcur_m,exchanges
reverse,EX_12dgr180_m,0.008287015117791202,EX_ocdcea_m,exchanges
forward,EX_12dgr180_m,-0.6600394496263051,EX_gthox_m,exchanges
forward,EX_12dgr180_m,0.014848527580557658,EX_raffin_m,exchanges
forward,EX_12dgr180_m,0.014908658802467167,EX_xan_m,exchanges
forward,EX_12dgr180_m,-0.03513227136565433,EX_akg_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dextrin_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isobut_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isocapr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isoval_m,exchanges
reverse,EX_12dgr180_m,0.09310914363543699,EX_acac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_bhb_m,exchanges
zero,EX_12dgr180_m,0.0,EX_Lcystin_m,exchanges
reverse,EX_12dgr180_m,0.02654551392000215,EX_kesto_m,exchanges
zero,EX_12dgr180_m,0.0,EX_kestopt_m,exchanges
reverse,EX_12dgr180_m,0.011671856375325973,EX_kestottr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mantr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_n2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_rbflvrd_m,exchanges
zero,EX_12dgr180_m,0.0,EX_stys_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tma_m,exchanges
zero,EX_12dgr180_m,0.0,EX_alltn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ddca_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dms_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dmso_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tet_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tmao_m,exchanges
zero,EX_12dgr180_m,0.0,EX_so3_m,exchanges
zero,EX_12dgr180_m,0.0,EX_chtbs_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mal_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_bglc_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mannan_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xyluglc_m,exchanges
reverse,EX_12dgr180_m,0.05027939296388728,EX_amylopect900_m,exchanges
forward,EX_12dgr180_m,0.4173377920413479,EX_amylose300_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pullulan1200_m,exchanges
reverse,EX_12dgr180_m,0.009368906341247207,EX_starch1200_m,exchanges
forward,EX_12dgr180_m,0.04485228041469114,EX_cellul_m,exchanges
forward,EX_12dgr180_m,0.05208069272560678,EX_fum_m,exchanges
forward,EX_12dgr180_m,0.04835794432639151,EX_xylan_m,exchanges
zero,EX_12dgr180_m,-0.00018301838153433891,EX_meoh_m,exchanges
forward,EX_12dgr180_m,0.08287946366839272,EX_pect_m,exchanges
reverse,EX_12dgr180_m,0.003294421187041152,EX_ncam_m,exchanges
zero,EX_12dgr180_m,0.0,EX_2hyoxplac_m,exchanges
forward,EX_12dgr180_m,0.07143049217880892,EX_mobd_m,exchanges
forward,EX_12dgr180_m,0.09627925911422752,EX_glyclt_m,exchanges
forward,EX_12dgr180_m,0.09049750777082366,EX_tym_m,exchanges
forward,EX_12dgr180_m,0.09177725553130678,EX_2ddglcn_m,exchanges
reverse,EX_12dgr180_m,0.0002998362081774175,EX_glcn_m,exchanges
forward,EX_12dgr180_m,-0.0059960598557307065,EX_inost_m,exchanges
zero,EX_12dgr180_m,-0.04791377037346223,EX_ni2_m,exchanges
reverse,EX_12dgr180_m,0.001002532272789125,EX_fecrm_m,exchanges
zero,EX_12dgr180_m,-0.027337066947108468,EX_n2o_m,exchanges
forward,EX_12dgr180_m,-0.5331260699578211,EX_no_m,exchanges
forward,EX_12dgr180_m,-0.6738736279086854,EX_ahcys_m,exchanges
reverse,EX_12dgr180_m,-0.0071229685417151245,EX_Ser_Thr_m,exchanges
reverse,EX_12dgr180_m,0.000750130218896139,EX_T_antigen_m,exchanges
reverse,EX_12dgr180_m,0.04590375856312612,EX_Tn_antigen_m,exchanges
reverse,EX_12dgr180_m,0.13735849281109935,EX_acgal_m,exchanges
forward,EX_12dgr180_m,0.43390222953244795,EX_acnam_m,exchanges
forward,EX_12dgr180_m,0.44244216252264934,EX_core2_m,exchanges
forward,EX_12dgr180_m,-0.07692829708166649,EX_core3_m,exchanges
reverse,EX_12dgr180_m,-2.4761107292199114,EX_core4_m,exchanges
forward,EX_12dgr180_m,0.08255859723491632,EX_core5_m,exchanges
reverse,EX_12dgr180_m,0.012650080632532479,EX_core6_m,exchanges
reverse,EX_12dgr180_m,0.052774025636639355,EX_core7_m,exchanges
zero,EX_12dgr180_m,-0.0009994794990753064,EX_core8_m,exchanges
forward,EX_12dgr180_m,0.046279272734031096,EX_dsT_antigen_m,exchanges
reverse,EX_12dgr180_m,0.00272106749608092,EX_f1a_m,exchanges
zero,EX_12dgr180_m,-0.03845714253818855,EX_gncore1_m,exchanges
forward,EX_12dgr180_m,2.252740508758766,EX_gncore2_m,exchanges
zero,EX_12dgr180_m,-0.0007431064233109907,EX_sT_antigen_m,exchanges
reverse,EX_12dgr180_m,0.007048838480905317,EX_sTn_antigen_m,exchanges
zero,EX_12dgr180_m,-0.034025732967979394,EX_gtp_m,exchanges
zero,EX_12dgr180_m,-0.02846287027951533,EX_actn_R_m,exchanges
reverse,EX_12dgr180_m,0.004392024059924893,EX_34dhpha_m,exchanges
reverse,EX_12dgr180_m,-0.0011448717157014343,EX_3hphac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_oxa_m,exchanges
reverse,EX_12dgr180_m,0.003965521707844921,EX_inulin_m,exchanges
zero,EX_12dgr180_m,-0.23985549381460913,EX_diact_m,exchanges
zero,EX_12dgr180_m,0.0,EX_galctn_D_m,exchanges
reverse,EX_12dgr180_m,2.58697136198624e-05,EX_15dap_m,exchanges
reverse,EX_12dgr180_m,0.000299835470625176,EX_4hphac_m,exchanges
reverse,EX_12dgr180_m,0.00029983545284828494,EX_btoh_m,exchanges
reverse,EX_12dgr180_m,0.09392119607860572,EX_phpyr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_fuc1p_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_g6p_m,exchanges
reverse,EX_12dgr180_m,0.002766833268543073,EX_man6p_m,exchanges
forward,EX_12dgr180_m,0.02775006881105546,EX_Tyr_ggn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glygn2_m,exchanges
forward,EX_12dgr180_m,-0.4475889453613835,EX_glygn4_m,exchanges
forward,EX_12dgr180_m,0.12465068824266012,EX_glygn5_m,exchanges
zero,EX_12dgr180_m,-6.07282633069417e-06,EX_arabinan101_m,exchanges
forward,EX_12dgr180_m,0.014821517399938866,EX_arabinogal_m,exchanges
reverse,EX_12dgr180_m,0.0024987368585419056,EX_arabinoxyl_m,exchanges
forward,EX_12dgr180_m,-1.1046352851134822,EX_glutar_m,exchanges
zero,EX_12dgr180_m,0.0,EX_2mbut_m,exchanges
reverse,EX_12dgr180_m,-4.3087197241082194e-08,EX_5aptn_m,exchanges
reverse,EX_12dgr180_m,0.0027997176513569824,EX_ind3ppa_m,exchanges
zero,EX_12dgr180_m,-0.009625565696413929,EX_pac_m,exchanges
forward,EX_12dgr180_m,0.1269228270362177,EX_phppa_m,exchanges
forward,EX_12dgr180_m,-0.08785591509169244,EX_pyr_m,exchanges
forward,EX_12dgr180_m,0.014572159036569943,EX_acgalglcur_m,exchanges
reverse,EX_12dgr180_m,0.32641975559690506,EX_acgalidour_m,exchanges
reverse,EX_12dgr180_m,-0.001514930172222817,EX_acgalidour2s_m,exchanges
reverse,EX_12dgr180_m,0.0014786820720817835,EX_cspg_a_m,exchanges
forward,EX_12dgr180_m,0.03733902358953656,EX_cspg_a_degr_m,exchanges
forward,EX_12dgr180_m,0.05132775484620877,EX_cspg_ab_rest_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cspg_b_m,exchanges
reverse,EX_12dgr180_m,0.0015803736062913742,EX_cspg_b_degr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cspg_c_m,exchanges
reverse,EX_12dgr180_m,0.001358233379118133,EX_cspg_c_degr_m,exchanges
reverse,EX_12dgr180_m,0.015202986221353187,EX_cspg_c_rest_m,exchanges
forward,EX_12dgr180_m,0.012784684882110042,EX_ha_m,exchanges
forward,EX_12dgr180_m,0.1200265658352162,EX_ha_deg1_m,exchanges
reverse,EX_12dgr180_m,1.2825856531972364e-07,EX_ha_pre1_m,exchanges
zero,EX_12dgr180_m,0.0,EX_idour_m,exchanges
reverse,EX_12dgr180_m,0.00365122017950803,EX_pecticgal_m,exchanges
forward,EX_12dgr180_m,-0.12179771445469667,EX_rhamnogalurI_m,exchanges
zero,EX_12dgr180_m,-0.05697245737302126,EX_dextran40_m,exchanges
forward,EX_12dgr180_m,0.11662892595030616,EX_galmannan_m,exchanges
reverse,EX_12dgr180_m,0.02882210411702113,EX_gam26s_m,exchanges
reverse,EX_12dgr180_m,0.0004982257104940713,EX_glcmannan_m,exchanges
reverse,EX_12dgr180_m,-24.852625881817367,EX_hspg_m,exchanges
reverse,EX_12dgr180_m,0.03350066349357306,EX_hspg_degr_1_m,exchanges
reverse,EX_12dgr180_m,0.02082318245186565,EX_hspg_degr_10_m,exchanges
forward,EX_12dgr180_m,0.02184895193175329,EX_hspg_degr_11_m,exchanges
forward,EX_12dgr180_m,0.0113506233187044,EX_hspg_degr_12_m,exchanges
reverse,EX_12dgr180_m,0.0011449809699737301,EX_hspg_degr_13_m,exchanges
reverse,EX_12dgr180_m,0.005397990789886009,EX_hspg_degr_14_m,exchanges
forward,EX_12dgr180_m,0.09035956736251113,EX_hspg_degr_15_m,exchanges
reverse,EX_12dgr180_m,-0.00598387229564068,EX_hspg_degr_2_m,exchanges
reverse,EX_12dgr180_m,-0.0007892660511821248,EX_hspg_degr_3_m,exchanges
reverse,EX_12dgr180_m,0.04678461966736602,EX_hspg_degr_4_m,exchanges
forward,EX_12dgr180_m,0.04590208993786926,EX_hspg_degr_5_m,exchanges
reverse,EX_12dgr180_m,0.006189205018967137,EX_hspg_degr_6_m,exchanges
zero,EX_12dgr180_m,-0.0030543537332583526,EX_hspg_degr_7_m,exchanges
zero,EX_12dgr180_m,-0.03213528082961048,EX_hspg_degr_8_m,exchanges
zero,EX_12dgr180_m,-0.013911368415300274,EX_hspg_degr_9_m,exchanges
zero,EX_12dgr180_m,-0.020472363914407765,EX_hspg_rest_m,exchanges
reverse,EX_12dgr180_m,-0.01885273454553582,EX_levan1000_m,exchanges
forward,EX_12dgr180_m,-0.01885273454553582,EX_levanb_m,exchanges
zero,EX_12dgr180_m,-0.0015100820129809733,EX_levanttr_m,exchanges
reverse,EX_12dgr180_m,0.008008251485403899,EX_levantttr_m,exchanges
reverse,EX_12dgr180_m,-0.046927908785132644,EX_lichn_m,exchanges
forward,EX_12dgr180_m,0.06886377713030356,EX_lmn2_m,exchanges
reverse,EX_12dgr180_m,0.010183831867788054,EX_lmn30_m,exchanges
reverse,EX_12dgr180_m,0.00770703139378881,EX_2omfuc_m,exchanges
reverse,EX_12dgr180_m,-0.12684442569261378,EX_2omxyl_m,exchanges
reverse,EX_12dgr180_m,-0.001502479801382961,EX_3ddlhept_m,exchanges
forward,EX_12dgr180_m,0.2758017985086436,EX_acerA_m,exchanges
zero,EX_12dgr180_m,-0.05162129504368451,EX_apio_D_m,exchanges
forward,EX_12dgr180_m,-0.7137805891170501,EX_homogal_m,exchanges
reverse,EX_12dgr180_m,0.0020821582524943594,EX_kdo_m,exchanges
zero,EX_12dgr180_m,0.0,EX_rhamnogalurII_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dttp_m,exchanges
zero,EX_12dgr180_m,4.7898606165830415e-05,EX_acmana_m,exchanges
forward,EX_12dgr180_m,0.04189580539991411,EX_ch4_m,exchanges
reverse,EX_12dgr180_m,0.00926679811334763,EX_fald_m,exchanges
forward,EX_12dgr180_m,0.0793467371167475,EX_hco3_m,exchanges
forward,EX_12dgr180_m,-0.0247814072382313,EX_pime_m,exchanges
forward,EX_12dgr180_m,0.12156999483523112,EX_galct_D_m,exchanges
reverse,EX_12dgr180_m,0.0029217227872990748,EX_glcr_m,exchanges
reverse,EX_12dgr180_m,0.02682533281298749,EX_Cit_Mg_m,exchanges
forward,EX_12dgr180_m,-0.26481493795595945,EX_xtsn_m,exchanges
reverse,EX_12dgr180_m,0.983940399229728,EX_3hpppn_m,exchanges
forward,EX_12dgr180_m,0.017595603641136215,EX_cinnm_m,exchanges
reverse,EX_12dgr180_m,0.0015552426079238311,EX_cynt_m,exchanges
forward,EX_12dgr180_m,-0.029251546120019345,EX_dhcinnm_m,exchanges
forward,EX_12dgr180_m,-0.8204894515039474,EX_dhpppn_m,exchanges
reverse,EX_12dgr180_m,-0.004522249540289888,EX_sel_m,exchanges
reverse,EX_12dgr180_m,0.023150300893455267,EX_selni_m,exchanges
forward,EX_12dgr180_m,-0.022617883097959535,EX_4hoxpacd_m,exchanges
