direction,effector,elasticity,reaction,type
forward,EX_12dgr180_m,0.27816379324544727,EX_glycys_m,exchanges
reverse,EX_12dgr180_m,-0.002282681456051705,EX_glygln_m,exchanges
forward,EX_12dgr180_m,0.26490075496761634,EX_glyglu_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glyleu_m,exchanges
forward,EX_12dgr180_m,0.263587430014498,EX_glymet_m,exchanges
forward,EX_12dgr180_m,0.2650095152917853,EX_glyphe_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glypro_m,exchanges
reverse,EX_12dgr180_m,-0.3034194633556808,EX_glytyr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_gsn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_gthrd_m,exchanges
zero,EX_12dgr180_m,0.0,EX_gua_m,exchanges
zero,EX_12dgr180_m,0.00014576350087835976,EX_h_m,exchanges
reverse,EX_12dgr180_m,-0.005537271776780983,EX_h2_m,exchanges
reverse,EX_12dgr180_m,-0.0007096684600949033,EX_h2o_m,exchanges
zero,EX_12dgr180_m,-0.011919128485899932,EX_hexs_m,exchanges
zero,EX_12dgr180_m,1.2595746152754828e-05,EX_hg2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_his_L_m,exchanges
forward,EX_12dgr180_m,0.2609501437255446,EX_hxan_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ile_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ins_m,exchanges
forward,EX_12dgr180_m,0.25834414382327253,EX_isetac_m,exchanges
reverse,EX_12dgr180_m,-0.3034217282773177,EX_k_m,exchanges
forward,EX_12dgr180_m,0.2717650279635597,EX_lac_L_m,exchanges
reverse,EX_12dgr180_m,-0.023025744033375872,EX_lanost_m,exchanges
zero,EX_12dgr180_m,1.1354628917104037e-05,EX_lcts_m,exchanges
zero,EX_12dgr180_m,6.886913892500957e-05,EX_leu_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_lys_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_malt_m,exchanges
zero,EX_12dgr180_m,0.00014755035087077317,EX_malthx_m,exchanges
zero,EX_12dgr180_m,0.0,EX_malttr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_man_m,exchanges
zero,EX_12dgr180_m,2.1886137613336132e-05,EX_melib_m,exchanges
zero,EX_12dgr180_m,0.0,EX_met_D_m,exchanges
forward,EX_12dgr180_m,0.15346178254179943,EX_met_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_metala_m,exchanges
zero,EX_12dgr180_m,0.0,EX_metsox_R_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_metsox_S_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mg2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mn2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mnl_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mops_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mqn7_m,exchanges
zero,EX_12dgr180_m,2.257051113119246e-05,EX_mso3_m,exchanges
reverse,EX_12dgr180_m,-0.30342001172043886,EX_na1_m,exchanges
zero,EX_12dgr180_m,0.0,EX_nac_m,exchanges
forward,EX_12dgr180_m,0.2691524555177871,EX_nh4_m,exchanges
reverse,EX_12dgr180_m,-0.012072215906862027,EX_no3_m,exchanges
forward,EX_12dgr180_m,0.2834534192266247,EX_o2_m,exchanges
reverse,EX_12dgr180_m,-0.007324731784517091,EX_orn_m,exchanges
forward,EX_12dgr180_m,0.26482284239182974,EX_pb_m,exchanges
zero,EX_12dgr180_m,0.0,EX_phe_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pheme_m,exchanges
forward,EX_12dgr180_m,0.28438066389394834,EX_pi_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ppa_m,exchanges
forward,EX_12dgr180_m,0.23243975122885452,EX_ppi_m,exchanges
forward,EX_12dgr180_m,0.2606871074140926,EX_pppn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pro_L_m,exchanges
zero,EX_12dgr180_m,7.115166962279318e-06,EX_ptrc_m,exchanges
zero,EX_12dgr180_m,1.3841803081504622e-06,EX_q8_m,exchanges
forward,EX_12dgr180_m,0.18662726940267937,EX_rib_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ribflv_m,exchanges
zero,EX_12dgr180_m,0.0,EX_salcn_m,exchanges
forward,EX_12dgr180_m,0.13482046674168302,EX_sbt_D_m,exchanges
forward,EX_12dgr180_m,0.12967846775810088,EX_ser_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ser_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_sheme_m,exchanges
zero,EX_12dgr180_m,0.0,EX_so4_m,exchanges
forward,EX_12dgr180_m,0.2640641966823587,EX_spmd_m,exchanges
zero,EX_12dgr180_m,0.0,EX_succ_m,exchanges
reverse,EX_12dgr180_m,-0.16326414142910473,EX_sucr_m,exchanges
reverse,EX_12dgr180_m,-0.15131952398037996,EX_sulfac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_taur_m,exchanges
forward,EX_12dgr180_m,0.23914437588599569,EX_thm_m,exchanges
forward,EX_12dgr180_m,0.23587058841682662,EX_thr_L_m,exchanges
forward,EX_12dgr180_m,0.2605691573632818,EX_thymd_m,exchanges
forward,EX_12dgr180_m,0.050146625884597285,EX_tre_m,exchanges
forward,EX_12dgr180_m,0.032988274256009475,EX_trp_L_m,exchanges
forward,EX_12dgr180_m,0.2583853855965579,EX_tsul_m,exchanges
forward,EX_12dgr180_m,0.18348231971546447,EX_tyr_L_m,exchanges
forward,EX_12dgr180_m,0.16681590582933836,EX_ura_m,exchanges
zero,EX_12dgr180_m,0.0,EX_uri_m,exchanges
zero,EX_12dgr180_m,0.0,EX_val_L_m,exchanges
reverse,EX_12dgr180_m,-0.0013835407419371393,EX_xyl_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_zn2_m,exchanges
forward,EX_12dgr180_m,0.21689751777391741,EX_2obut_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ade_m,exchanges
forward,EX_12dgr180_m,0.27099508504283776,EX_chor_m,exchanges
zero,EX_12dgr180_m,2.2143613236380588e-05,EX_csn_m,exchanges
forward,EX_12dgr180_m,0.2598147592605837,EX_h2s_m,exchanges
forward,EX_12dgr180_m,0.1924683665359339,EX_indole_m,exchanges
reverse,EX_12dgr180_m,-0.003019329212889943,EX_mqn8_m,exchanges
forward,EX_12dgr180_m,0.2058297978424406,EX_nmn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cit_m,exchanges
forward,EX_12dgr180_m,0.016880877373743886,EX_dpcoa_m,exchanges
forward,EX_12dgr180_m,0.2764494077201629,EX_dtmp_m,exchanges
forward,EX_12dgr180_m,0.2770329297137586,EX_hdca_m,exchanges
zero,EX_12dgr180_m,0.0,EX_no2_m,exchanges
forward,EX_12dgr180_m,0.27169588958685154,EX_ocdca_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pnto_R_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pydam_m,exchanges
zero,EX_12dgr180_m,2.6575394791450435e-05,EX_pydx_m,exchanges
forward,EX_12dgr180_m,0.15664729238200614,EX_pydxn_m,exchanges
forward,EX_12dgr180_m,0.2621206185246727,EX_ttdca_m,exchanges
forward,EX_12dgr180_m,0.25797326200657444,EX_urea_m,exchanges
zero,EX_12dgr180_m,0.0,EX_12ppd_S_m,exchanges
zero,EX_12dgr180_m,0.0,EX_arab_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_fuc_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_lyx_L_m,exchanges
zero,EX_12dgr180_m,4.329684388792998e-05,EX_rmn_m,exchanges
zero,EX_12dgr180_m,7.133742007781052e-05,EX_4hbz_m,exchanges
zero,EX_12dgr180_m,0.0,EX_but_m,exchanges
zero,EX_12dgr180_m,0.0,EX_lac_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_etha_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ind3ac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_aso3_m,exchanges
zero,EX_12dgr180_m,0.0,EX_aso4_m,exchanges
zero,EX_12dgr180_m,0.0,EX_strch1_m,exchanges
forward,EX_12dgr180_m,0.2841864990610965,EX_strch2_m,exchanges
reverse,EX_12dgr180_m,0.0017110478535897755,EX_ispre_m,exchanges
forward,EX_12dgr180_m,0.0010815640446715236,EX_2dmmq8_m,exchanges
zero,EX_12dgr180_m,0.0,EX_4abut_m,exchanges
forward,EX_12dgr180_m,0.24426548254315783,EX_galur_m,exchanges
forward,EX_12dgr180_m,0.08778023232846377,EX_glcur_m,exchanges
forward,EX_12dgr180_m,0.16637429942356174,EX_ocdcea_m,exchanges
forward,EX_12dgr180_m,0.3098506082831154,EX_gthox_m,exchanges
forward,EX_12dgr180_m,0.0006053824659257856,EX_raffin_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xan_m,exchanges
zero,EX_12dgr180_m,0.0,EX_akg_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dextrin_m,exchanges
forward,EX_12dgr180_m,0.2674598019860408,EX_isobut_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isocapr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_isoval_m,exchanges
reverse,EX_12dgr180_m,-0.0011528193084675564,EX_acac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_bhb_m,exchanges
reverse,EX_12dgr180_m,-0.004613973357869838,EX_Lcystin_m,exchanges
zero,EX_12dgr180_m,0.0,EX_kesto_m,exchanges
zero,EX_12dgr180_m,0.0,EX_kestopt_m,exchanges
zero,EX_12dgr180_m,0.0,EX_kestottr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mantr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_n2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_rbflvrd_m,exchanges
zero,EX_12dgr180_m,0.0,EX_stys_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tma_m,exchanges
zero,EX_12dgr180_m,0.0,EX_alltn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ddca_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dms_m,exchanges
zero,EX_12dgr180_m,0.0,EX_dmso_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tet_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tmao_m,exchanges
zero,EX_12dgr180_m,0.0,EX_so3_m,exchanges
zero,EX_12dgr180_m,0.0,EX_chtbs_m,exchanges
zero,EX_12dgr180_m,0.0,EX_mal_L_m,exchanges
forward,EX_12dgr180_m,0.26650698974676423,EX_bglc_m,exchanges
forward,EX_12dgr180_m,0.2057335265208593,EX_mannan_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xyluglc_m,exchanges
forward,EX_12dgr180_m,0.27633890132063854,EX_amylopect900_m,exchanges
forward,EX_12dgr180_m,0.16414696468995515,EX_amylose300_m,exchanges
forward,EX_12dgr180_m,0.21815788772552303,EX_pullulan1200_m,exchanges
forward,EX_12dgr180_m,0.2396139984803103,EX_starch1200_m,exchanges
forward,EX_12dgr180_m,0.2593537901312981,EX_cellul_m,exchanges
forward,EX_12dgr180_m,0.28812086842934015,EX_fum_m,exchanges
zero,EX_12dgr180_m,0.0,EX_xylan_m,exchanges
zero,EX_12dgr180_m,0.0,EX_meoh_m,exchanges
forward,EX_12dgr180_m,0.25947046412793995,EX_pect_m,exchanges
forward,EX_12dgr180_m,0.3066330770117265,EX_ncam_m,exchanges
forward,EX_12dgr180_m,0.30373522690069876,EX_2hyoxplac_m,exchanges
forward,EX_12dgr180_m,0.20135150246955114,EX_mobd_m,exchanges
reverse,EX_12dgr180_m,-0.303388537948166,EX_glyclt_m,exchanges
zero,EX_12dgr180_m,0.0,EX_tym_m,exchanges
zero,EX_12dgr180_m,0.0,EX_2ddglcn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_glcn_m,exchanges
zero,EX_12dgr180_m,0.0,EX_inost_m,exchanges
forward,EX_12dgr180_m,0.26265853001446793,EX_ni2_m,exchanges
forward,EX_12dgr180_m,0.26259204794291335,EX_fecrm_m,exchanges
zero,EX_12dgr180_m,0.0,EX_n2o_m,exchanges
zero,EX_12dgr180_m,1.6864631096069616e-05,EX_no_m,exchanges
forward,EX_12dgr180_m,0.3243289467282384,EX_ahcys_m,exchanges
reverse,EX_12dgr180_m,-0.004281551111464665,EX_Ser_Thr_m,exchanges
forward,EX_12dgr180_m,0.2094729601001788,EX_T_antigen_m,exchanges
forward,EX_12dgr180_m,0.21214976089254378,EX_Tn_antigen_m,exchanges
forward,EX_12dgr180_m,0.21433617124014148,EX_acgal_m,exchanges
reverse,EX_12dgr180_m,-0.007857967333411153,EX_acnam_m,exchanges
zero,EX_12dgr180_m,1.5014998293594317e-05,EX_core2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_core3_m,exchanges
forward,EX_12dgr180_m,0.2823487845742534,EX_core4_m,exchanges
zero,EX_12dgr180_m,0.0,EX_core5_m,exchanges
forward,EX_12dgr180_m,0.2580871122884698,EX_core6_m,exchanges
forward,EX_12dgr180_m,0.09393498552743296,EX_core7_m,exchanges
zero,EX_12dgr180_m,0.0,EX_core8_m,exchanges
forward,EX_12dgr180_m,0.15105884197099684,EX_dsT_antigen_m,exchanges
zero,EX_12dgr180_m,0.0,EX_f1a_m,exchanges
forward,EX_12dgr180_m,0.1117182061375388,EX_gncore1_m,exchanges
zero,EX_12dgr180_m,0.0,EX_gncore2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_sT_antigen_m,exchanges
zero,EX_12dgr180_m,0.00041432086742787533,EX_sTn_antigen_m,exchanges
forward,EX_12dgr180_m,0.26568213828723763,EX_gtp_m,exchanges
zero,EX_12dgr180_m,0.0,EX_actn_R_m,exchanges
forward,EX_12dgr180_m,0.27344631623631876,EX_34dhpha_m,exchanges
zero,EX_12dgr180_m,0.001374260183890641,EX_3hphac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_oxa_m,exchanges
zero,EX_12dgr180_m,0.0,EX_inulin_m,exchanges
reverse,EX_12dgr180_m,-0.30342045053921574,EX_diact_m,exchanges
reverse,EX_12dgr180_m,-0.30342093391247715,EX_galctn_D_m,exchanges
forward,EX_12dgr180_m,0.2612331397985468,EX_15dap_m,exchanges
zero,EX_12dgr180_m,0.0,EX_4hphac_m,exchanges
zero,EX_12dgr180_m,0.0,EX_btoh_m,exchanges
reverse,EX_12dgr180_m,4.222030511868979e-06,EX_phpyr_m,exchanges
forward,EX_12dgr180_m,0.24707235408357953,EX_fuc1p_L_m,exchanges
zero,EX_12dgr180_m,0.0,EX_g6p_m,exchanges
forward,EX_12dgr180_m,0.05039268743909808,EX_man6p_m,exchanges
forward,EX_12dgr180_m,0.03482512682260186,EX_Tyr_ggn_m,exchanges
zero,EX_12dgr180_m,9.478275426744176e-05,EX_glygn2_m,exchanges
forward,EX_12dgr180_m,-0.19366939509944725,EX_glygn4_m,exchanges
forward,EX_12dgr180_m,0.16550695862842302,EX_glygn5_m,exchanges
forward,EX_12dgr180_m,0.23665801899857897,EX_arabinan101_m,exchanges
zero,EX_12dgr180_m,0.0,EX_arabinogal_m,exchanges
reverse,EX_12dgr180_m,-0.000500679634054535,EX_arabinoxyl_m,exchanges
forward,EX_12dgr180_m,0.18950860963270255,EX_glutar_m,exchanges
zero,EX_12dgr180_m,8.344303214613547e-05,EX_2mbut_m,exchanges
forward,EX_12dgr180_m,0.034895517086397376,EX_5aptn_m,exchanges
forward,EX_12dgr180_m,-0.004046168661909211,EX_ind3ppa_m,exchanges
forward,EX_12dgr180_m,0.25485046908787723,EX_pac_m,exchanges
forward,EX_12dgr180_m,0.26717246050972143,EX_phppa_m,exchanges
zero,EX_12dgr180_m,0.0,EX_pyr_m,exchanges
forward,EX_12dgr180_m,0.2755880193766913,EX_acgalglcur_m,exchanges
forward,EX_12dgr180_m,0.20330976082938879,EX_acgalidour_m,exchanges
forward,EX_12dgr180_m,0.2915270663675784,EX_acgalidour2s_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cspg_a_m,exchanges
reverse,EX_12dgr180_m,-0.0038784533816382805,EX_cspg_a_degr_m,exchanges
zero,EX_12dgr180_m,0.0,EX_cspg_ab_rest_m,exchanges
forward,EX_12dgr180_m,0.27409698737942634,EX_cspg_b_m,exchanges
reverse,EX_12dgr180_m,0.017573524141871744,EX_cspg_b_degr_m,exchanges
forward,EX_12dgr180_m,0.21573173934708478,EX_cspg_c_m,exchanges
forward,EX_12dgr180_m,0.24057771376803316,EX_cspg_c_degr_m,exchanges
forward,EX_12dgr180_m,0.1272326913933064,EX_cspg_c_rest_m,exchanges
zero,EX_12dgr180_m,0.0,EX_ha_m,exchanges
reverse,EX_12dgr180_m,0.0007452341857394629,EX_ha_deg1_m,exchanges
forward,EX_12dgr180_m,0.26934445600046875,EX_ha_pre1_m,exchanges
forward,EX_12dgr180_m,0.12478864315809801,EX_idour_m,exchanges
forward,EX_12dgr180_m,0.2383167773436501,EX_pecticgal_m,exchanges
forward,EX_12dgr180_m,0.27686229269367146,EX_rhamnogalurI_m,exchanges
forward,EX_12dgr180_m,0.27181340466402304,EX_dextran40_m,exchanges
reverse,EX_12dgr180_m,-0.0021551153953325297,EX_galmannan_m,exchanges
reverse,EX_12dgr180_m,0.16035632156972568,EX_gam26s_m,exchanges
reverse,EX_12dgr180_m,0.37963432814096976,EX_glcmannan_m,exchanges
zero,EX_12dgr180_m,-3.285919792741474,EX_hspg_m,exchanges
forward,EX_12dgr180_m,0.26103837612565073,EX_hspg_degr_1_m,exchanges
reverse,EX_12dgr180_m,0.017307691446113438,EX_hspg_degr_10_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_11_m,exchanges
forward,EX_12dgr180_m,0.1981219794074729,EX_hspg_degr_12_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_13_m,exchanges
reverse,EX_12dgr180_m,-0.002133048060208864,EX_hspg_degr_14_m,exchanges
forward,EX_12dgr180_m,0.2615074476750934,EX_hspg_degr_15_m,exchanges
forward,EX_12dgr180_m,0.20616737290942488,EX_hspg_degr_2_m,exchanges
forward,EX_12dgr180_m,0.07735564134323525,EX_hspg_degr_3_m,exchanges
zero,EX_12dgr180_m,3.0207123096204214e-05,EX_hspg_degr_4_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_5_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_6_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_7_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_8_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_degr_9_m,exchanges
zero,EX_12dgr180_m,0.0,EX_hspg_rest_m,exchanges
forward,EX_12dgr180_m,0.27792553018602284,EX_levan1000_m,exchanges
reverse,EX_12dgr180_m,0.10899281455500898,EX_levanb_m,exchanges
forward,EX_12dgr180_m,0.18089585256785057,EX_levanttr_m,exchanges
reverse,EX_12dgr180_m,-0.0035285589044420362,EX_levantttr_m,exchanges
reverse,EX_12dgr180_m,0.14441128635199973,EX_lichn_m,exchanges
reverse,EX_12dgr180_m,-0.0018636771022251253,EX_lmn2_m,exchanges
zero,EX_12dgr180_m,0.0,EX_lmn30_m,exchanges
zero,EX_12dgr180_m,0.0002992113975786026,EX_2omfuc_m,exchanges
zero,EX_12dgr180_m,0.0,EX_2omxyl_m,exchanges
forward,EX_12dgr180_m,0.2664340441016222,EX_3ddlhept_m,exchanges
zero,EX_12dgr180_m,0.0007873712533346122,EX_acerA_m,exchanges
zero,EX_12dgr180_m,0.0,EX_apio_D_m,exchanges
zero,EX_12dgr180_m,0.0,EX_homogal_m,exchanges
zero,EX_12dgr180_m,1.905469364515966e-06,EX_kdo_m,exchanges
reverse,EX_12dgr180_m,-0.9267377330606408,EX_rhamnogalurII_m,exchanges
forward,EX_12dgr180_m,0.27762729809174935,EX_dttp_m,exchanges
forward,EX_12dgr180_m,0.3626789423590804,EX_acmana_m,exchanges
zero,EX_12dgr180_m,0.00017093021941860798,EX_pime_m,exchanges
zero,EX_12dgr180_m,0.00018961080007429132,EX_galct_D_m,exchanges
zero,EX_12dgr180_m,0.0005239279204438674,EX_glcr_m,exchanges
reverse,EX_12dgr180_m,-0.02140221204876447,EX_Cit_Mg_m,exchanges
forward,EX_12dgr180_m,0.11120787302617785,EX_xtsn_m,exchanges
forward,EX_12dgr180_m,0.26684570274823294,EX_3hpppn_m,exchanges
forward,EX_12dgr180_m,0.28174771373383756,EX_cinnm_m,exchanges
forward,EX_12dgr180_m,0.27246402665310754,EX_cynt_m,exchanges
forward,EX_12dgr180_m,0.19982601606388872,EX_dhcinnm_m,exchanges
forward,EX_12dgr180_m,0.20909538228138125,EX_dhpppn_m,exchanges
forward,EX_12dgr180_m,0.2556548610539622,EX_sel_m,exchanges
forward,EX_12dgr180_m,0.27881384561872835,EX_selni_m,exchanges
forward,EX_12dgr180_m,0.26850171097064557,EX_4hoxpacd_m,exchanges
forward,EX_12dgr180_m,0.28876459693345957,EX_idon_L_m,exchanges
forward,EX_12dgr180_m,0.1668782330411922,EX_HC00319_m,exchanges
reverse,EX_12dgr180_m,-0.002491919190035219,EX_oaa_m,exchanges
reverse,EX_12dgr180_m,-0.0023196845667960986,EX_hom_L_m,exchanges
reverse,EX_12dgr180_m,-0.30340203067186877,EX_ch4s_m,exchanges
reverse,EX_26dap_M_m,-0.6160305300883806,EX_12dgr180_m,exchanges
forward,EX_26dap_M_m,0.9560583586234195,EX_13ppd_m,exchanges
forward,EX_26dap_M_m,0.3561376771041136,EX_26dap_M_m,exchanges
forward,EX_26dap_M_m,0.5209802083007009,EX_3mop_m,exchanges
reverse,EX_26dap_M_m,1.0002134489257086,EX_4abz_m,exchanges
forward,EX_26dap_M_m,-0.2752991398254867,EX_Lcyst_m,exchanges
zero,EX_26dap_M_m,0.0,EX_ac_m,exchanges
forward,EX_26dap_M_m,-0.8807721967912396,EX_acald_m,exchanges
forward,EX_26dap_M_m,1.4709243855282672,EX_acgam_m,exchanges
forward,EX_26dap_M_m,-0.02292048594468632,EX_adn_m,exchanges
zero,EX_26dap_M_m,0.0,EX_adocbl_m,exchanges
zero,EX_26dap_M_m,0.0,EX_ala_D_m,exchanges
zero,EX_26dap_M_m,0.0,EX_ala_L_m,exchanges
zero,EX_26dap_M_m,0.0,EX_alaasp_m,exchanges
